9.9 0.177423 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.999863 0.995045 1.12731e-06 0.9573 3.81149e-05 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
19.9 3.87614 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 1 0.550316 1.83089e-05 0.992579 3.42365e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
29.9 12.39 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.999999 0.232098 0.0012081 0.946408 1.08069e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
39.9 24.2729 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.976589 0.0354022 0.117809 0.705577 1.04824e-07 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
49.9 27.5142 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.0224266 0.891079 1.83429e-05 0.0573767 0.0373427 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
59.9 28.4268 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 1 0.670303 4.99755e-06 0.99075 6.72697e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
69.9 33.676 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 1 0.461786 9.76502e-05 0.985826 2.44296e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
79.9 43.5797 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.999979 0.139288 0.00649154 0.887984 6.08636e-07 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
89.9 55.083 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.397918 0.0360991 0.125729 0.415925 4.53528e-07 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
99.9 55.0829 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.500931 0.977831 1.24272e-06 0.206849 0.0194862 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
109.9 57.1037 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 1 0.61538 1.40147e-05 0.992187 4.13736e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
119.9 63.6106 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 1 0.367366 0.00027797 0.976227 1.80364e-06 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
129.9 74.3137 0 2 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 -13.878 15.9504 -5.63392 -8.71246 -5.13784 0.999625 0.0858634 0.0250213 0.814363 3.29536e-07 14.1716 -6.11642 12.5299 7.7829 -14.7426 16 -12.2174 -13.5294 7.30904 3.21613 -8.09034 -10.366 -4.62344 3.31053 -8.66888 7.3552 -6.04066 -8.23294 1.23701 5.35424 2.86182 10.2298 11.581 2.03182 -0.066777 
