0 0.90569 0.0796521 0.0402418
1 0.90569 0.104516 0.0561437
2 0.90569 0.163065 0.091322
3 0.90992 0.228518 0.12398
4 0.90992 0.219723 0.131042
5 0.90992 0.245018 0.130902
6 0.90992 0.249742 0.130557
7 0.909985 0.251879 0.140448
8 0.912563 0.297899 0.153451
9 0.912563 0.320852 0.149252
10 0.912563 0.341956 0.148017
11 0.914347 0.348816 0.151579
12 0.914347 0.341199 0.153636
13 0.915575 0.395922 0.14864
14 0.915575 0.386546 0.149447
15 0.915575 0.377294 0.151615
16 0.918106 0.424462 0.14464
17 0.918106 0.45918 0.143
18 0.918106 0.556357 0.109602
19 0.918106 0.52186 0.130108
20 0.918106 0.559616 0.130158
21 0.919215 0.582321 0.12206
22 0.919215 0.626959 0.111898
23 0.919215 0.618966 0.104853
24 0.919215 0.65568 0.0937142
25 0.919215 0.62999 0.0969112
26 0.928958 0.659322 0.0841629
27 0.928958 0.678675 0.0768294
28 0.928958 0.678011 0.0745481
29 0.928958 0.689607 0.0755056
30 0.928958 0.694635 0.0792221
31 0.928958 0.706088 0.0628006
32 0.928958 0.652474 0.0888458
33 0.928958 0.646022 0.106937
34 0.928958 0.637986 0.104558
35 0.928958 0.688389 0.076149
36 0.928958 0.667761 0.07564
37 0.928958 0.679557 0.0676045
38 0.928958 0.670257 0.0818611
39 0.928958 0.645787 0.0992566
40 0.928958 0.647695 0.0949429
41 0.928958 0.680812 0.0779197
42 0.928958 0.680816 0.0840662
43 0.928958 0.696332 0.082535
44 0.928958 0.69381 0.0830268
45 0.928958 0.733268 0.0601369
46 0.928958 0.719071 0.0729422
47 0.929874 0.730531 0.0618312
48 0.939863 0.719669 0.0655939
49 0.939863 0.744921 0.0503028
50 0.939863 0.759742 0.037202
51 0.939863 0.739423 0.0451472
52 0.939863 0.725255 0.0496859
53 0.939863 0.723955 0.0500485
54 0.939863 0.725533 0.0542374
55 0.939863 0.770493 0.036958
56 0.939863 0.745628 0.0504108
57 0.939863 0.716195 0.0620826
58 0.939863 0.711846 0.0752949
59 0.939863 0.734886 0.0586235
60 0.939863 0.701838 0.0716234
61 0.939863 0.690919 0.0873834
62 0.939863 0.6432 0.101188
63 0.939863 0.618678 0.123282
64 0.939863 0.616016 0.11185
65 0.939863 0.701952 0.0704616
66 0.939863 0.677378 0.0874586
67 0.939863 0.664573 0.0948391
68 0.939863 0.674443 0.0997158
69 0.939863 0.69753 0.0856046
70 0.939863 0.719645 0.0694769
71 0.939863 0.674047 0.0861074
72 0.939863 0.707083 0.0814917
73 0.939863 0.711173 0.0862393
74 0.939863 0.698504 0.094445
75 0.939863 0.688654 0.0964959
76 0.939863 0.647844 0.122277
77 0.939863 0.707919 0.082801
78 0.939863 0.700672 0.0914951
79 0.939863 0.725315 0.0797228
80 0.939863 0.725629 0.0717033
81 0.939863 0.726004 0.0735002
82 0.939863 0.726774 0.074261
83 0.939863 0.742799 0.0669392
84 0.939863 0.768051 0.0554275
85 0.939863 0.770433 0.0487729
86 0.939863 0.781634 0.0444881
87 0.939863 0.760902 0.0575992
88 0.939863 0.769057 0.0550766
89 0.939863 0.808082 0.0271769
90 0.939863 0.789734 0.0316234
91 0.939863 0.789578 0.0315337
92 0.939863 0.795921 0.0314073
93 0.939863 0.793301 0.0272013
94 0.939863 0.803663 0.0285297
95 0.939863 0.783735 0.0406592
96 0.939863 0.774494 0.0444317
97 0.939863 0.788869 0.03596
98 0.939863 0.795906 0.0333308
99 0.939863 0.776972 0.0500684
100 0.939863 0.786873 0.0334275
